
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2016,Australia,Mexico,Asylum-seekers,13
2016,Australia,Mexico,"Refugees (incl. refugee-like situations)",10
2016,Australia,"The former Yugoslav Republic of Macedonia",Asylum-seekers,15
2016,Australia,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",4
2016,Australia,Mali,Asylum-seekers,2
2016,Australia,Mali,"Refugees (incl. refugee-like situations)",1
2016,Australia,Myanmar,Asylum-seekers,91
2016,Australia,Myanmar,"Refugees (incl. refugee-like situations)",504
2016,Australia,Mongolia,Asylum-seekers,48
2016,Australia,Mongolia,"Refugees (incl. refugee-like situations)",36
2016,Australia,Mozambique,"Refugees (incl. refugee-like situations)",5
2016,Australia,Mauritania,Asylum-seekers,3
2016,Australia,Mauritius,Asylum-seekers,42
2016,Australia,Mauritius,"Refugees (incl. refugee-like situations)",7
2016,Australia,Malawi,Asylum-seekers,1
2016,Australia,Malaysia,Asylum-seekers,5793
2016,Australia,Malaysia,"Refugees (incl. refugee-like situations)",174
2016,Australia,Niger,"Refugees (incl. refugee-like situations)",2
2016,Australia,Nigeria,Asylum-seekers,51
2016,Australia,Nigeria,"Refugees (incl. refugee-like situations)",178
2016,Australia,Nicaragua,Asylum-seekers,3
2016,Australia,Netherlands,Asylum-seekers,5
2016,Australia,Netherlands,"Refugees (incl. refugee-like situations)",2
2016,Australia,Norway,Asylum-seekers,3
2016,Australia,Nepal,Asylum-seekers,287
2016,Australia,Nepal,"Refugees (incl. refugee-like situations)",200
2016,Australia,"New Zealand",Asylum-seekers,16
2016,Australia,"New Zealand","Refugees (incl. refugee-like situations)",17
2016,Australia,Oman,Asylum-seekers,6
2016,Australia,Oman,"Refugees (incl. refugee-like situations)",3
2016,Australia,Pakistan,Asylum-seekers,1930
2016,Australia,Pakistan,"Refugees (incl. refugee-like situations)",3844
2016,Australia,Peru,Asylum-seekers,22
2016,Australia,Peru,"Refugees (incl. refugee-like situations)",6
2016,Australia,Philippines,Asylum-seekers,138
2016,Australia,Philippines,"Refugees (incl. refugee-like situations)",44
2016,Australia,"Papua New Guinea",Asylum-seekers,261
2016,Australia,"Papua New Guinea","Refugees (incl. refugee-like situations)",391
2016,Australia,Poland,Asylum-seekers,6
2016,Australia,Poland,"Refugees (incl. refugee-like situations)",1
2016,Australia,"Dem. People's Rep. of Korea",Asylum-seekers,5
2016,Australia,"Dem. People's Rep. of Korea","Refugees (incl. refugee-like situations)",22
2016,Australia,Palestinian,Asylum-seekers,110
2016,Australia,Palestinian,"Refugees (incl. refugee-like situations)",299
2016,Australia,Qatar,Asylum-seekers,3
2016,Australia,Romania,Asylum-seekers,11
2016,Australia,Romania,"Refugees (incl. refugee-like situations)",8
2016,Australia,"Russian Federation",Asylum-seekers,36
2016,Australia,"Russian Federation","Refugees (incl. refugee-like situations)",56
2016,Australia,Rwanda,Asylum-seekers,42
2016,Australia,Rwanda,"Refugees (incl. refugee-like situations)",61
2016,Australia,"Saudi Arabia",Asylum-seekers,65
2016,Australia,"Saudi Arabia","Refugees (incl. refugee-like situations)",82
2016,Australia,Sudan,Asylum-seekers,190
2016,Australia,Sudan,"Refugees (incl. refugee-like situations)",85
2016,Australia,Senegal,"Refugees (incl. refugee-like situations)",4
2016,Australia,Singapore,Asylum-seekers,10
2016,Australia,Singapore,"Refugees (incl. refugee-like situations)",3
2016,Australia,"Solomon Islands",Asylum-seekers,73
2016,Australia,"Solomon Islands","Refugees (incl. refugee-like situations)",21
2016,Australia,"Sierra Leone",Asylum-seekers,20
2016,Australia,"Sierra Leone","Refugees (incl. refugee-like situations)",29
2016,Australia,"El Salvador",Asylum-seekers,14
2016,Australia,"El Salvador","Refugees (incl. refugee-like situations)",10
2016,Australia,Somalia,Asylum-seekers,114
2016,Australia,Somalia,"Refugees (incl. refugee-like situations)",89
2016,Australia,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,9
2016,Australia,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",8
2016,Australia,"South Sudan",Asylum-seekers,11
2016,Australia,"South Sudan","Refugees (incl. refugee-like situations)",6
2016,Australia,Sweden,"Refugees (incl. refugee-like situations)",1
2016,Australia,Seychelles,Asylum-seekers,1
2016,Australia,"Syrian Arab Rep.",Asylum-seekers,136
2016,Australia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",378
2016,Australia,Chad,"Refugees (incl. refugee-like situations)",3
2016,Australia,Togo,Asylum-seekers,3
2016,Australia,Togo,"Refugees (incl. refugee-like situations)",3
2016,Australia,Thailand,Asylum-seekers,248
2016,Australia,Thailand,"Refugees (incl. refugee-like situations)",9
2016,Australia,Tibetan,Asylum-seekers,5
2016,Australia,Tibetan,"Refugees (incl. refugee-like situations)",17
2016,Australia,Tajikistan,Asylum-seekers,1
2016,Australia,Tajikistan,"Refugees (incl. refugee-like situations)",1
2016,Australia,Turkmenistan,"Refugees (incl. refugee-like situations)",2
2016,Australia,Timor-Leste,"Refugees (incl. refugee-like situations)",14
2016,Australia,Tonga,Asylum-seekers,72
2016,Australia,Tonga,"Refugees (incl. refugee-like situations)",25
2016,Australia,Tunisia,Asylum-seekers,3
2016,Australia,Tunisia,"Refugees (incl. refugee-like situations)",7
2016,Australia,Turkey,Asylum-seekers,276
2016,Australia,Turkey,"Refugees (incl. refugee-like situations)",449
2016,Australia,"United Rep. of Tanzania",Asylum-seekers,6
2016,Australia,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",14
2016,Australia,Uganda,Asylum-seekers,28
2016,Australia,Uganda,"Refugees (incl. refugee-like situations)",62
2016,Australia,Ukraine,Asylum-seekers,68
2016,Australia,Ukraine,"Refugees (incl. refugee-like situations)",20
2016,Australia,Uruguay,Asylum-seekers,3
2016,Australia,"United States of America",Asylum-seekers,14
2016,Australia,"United States of America","Refugees (incl. refugee-like situations)",20
2016,Australia,Uzbekistan,Asylum-seekers,5
2016,Australia,Uzbekistan,"Refugees (incl. refugee-like situations)",30
2016,Australia,"Venezuela (Bolivarian Republic of)",Asylum-seekers,21
2016,Australia,"Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",15
2016,Australia,"Viet Nam",Asylum-seekers,881
2016,Australia,"Viet Nam","Refugees (incl. refugee-like situations)",126
2016,Australia,Vanuatu,"Refugees (incl. refugee-like situations)",1
2016,Australia,Samoa,Asylum-seekers,5
2016,Australia,Samoa,"Refugees (incl. refugee-like situations)",1
2016,Australia,Stateless,Asylum-seekers,963
2016,Australia,Stateless,"Refugees (incl. refugee-like situations)",2039
2016,Australia,Various/Unknown,Asylum-seekers,48
2016,Australia,Various/Unknown,"Refugees (incl. refugee-like situations)",22
2016,Australia,Yemen,Asylum-seekers,26
2016,Australia,Yemen,"Refugees (incl. refugee-like situations)",18
2016,Australia,"South Africa",Asylum-seekers,63
2016,Australia,"South Africa","Refugees (incl. refugee-like situations)",38
2016,Australia,Zambia,Asylum-seekers,18
2016,Australia,Zambia,"Refugees (incl. refugee-like situations)",10
2016,Australia,Zimbabwe,Asylum-seekers,110
2016,Australia,Zimbabwe,"Refugees (incl. refugee-like situations)",1021
2016,Austria,Afghanistan,Asylum-seekers,29783
2016,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",20220
2016,Austria,Angola,Asylum-seekers,9
2016,Austria,Angola,"Refugees (incl. refugee-like situations)",105
2016,Austria,Albania,Asylum-seekers,100
2016,Austria,Albania,"Refugees (incl. refugee-like situations)",93
2016,Austria,"United Arab Emirates","Refugees (incl. refugee-like situations)",1
2016,Austria,Argentina,Asylum-seekers,1
2016,Austria,Armenia,Asylum-seekers,782
2016,Austria,Armenia,"Refugees (incl. refugee-like situations)",856
2016,Austria,Australia,Asylum-seekers,1
2016,Austria,Azerbaijan,Asylum-seekers,165
2016,Austria,Azerbaijan,"Refugees (incl. refugee-like situations)",387
2016,Austria,Burundi,Asylum-seekers,4
2016,Austria,Burundi,"Refugees (incl. refugee-like situations)",17
2016,Austria,Belgium,Asylum-seekers,1
2016,Austria,Benin,Asylum-seekers,38
2016,Austria,Benin,"Refugees (incl. refugee-like situations)",2
2016,Austria,"Burkina Faso",Asylum-seekers,6
2016,Austria,"Burkina Faso","Refugees (incl. refugee-like situations)",10
2016,Austria,Bangladesh,Asylum-seekers,543
2016,Austria,Bangladesh,"Refugees (incl. refugee-like situations)",239
2016,Austria,Bulgaria,Asylum-seekers,1
2016,Austria,Bulgaria,"Refugees (incl. refugee-like situations)",1
2016,Austria,"Bosnia and Herzegovina",Asylum-seekers,55
2016,Austria,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",144
2016,Austria,Belarus,Asylum-seekers,55
2016,Austria,Belarus,"Refugees (incl. refugee-like situations)",98
2016,Austria,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",11
2016,Austria,Brazil,Asylum-seekers,2
2016,Austria,Brazil,"Refugees (incl. refugee-like situations)",1
2016,Austria,Bhutan,"Refugees (incl. refugee-like situations)",3
2016,Austria,"Central African Rep.",Asylum-seekers,2
2016,Austria,Canada,Asylum-seekers,2
2016,Austria,Canada,"Refugees (incl. refugee-like situations)",1
2016,Austria,Chile,Asylum-seekers,5
2016,Austria,China,Asylum-seekers,536
2016,Austria,China,"Refugees (incl. refugee-like situations)",535
2016,Austria,"Côte d'Ivoire",Asylum-seekers,46
2016,Austria,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",71
2016,Austria,Cameroon,Asylum-seekers,98
2016,Austria,Cameroon,"Refugees (incl. refugee-like situations)",246
2016,Austria,"Dem. Rep. of the Congo",Asylum-seekers,155
2016,Austria,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",404
2016,Austria,Congo,Asylum-seekers,19
2016,Austria,Congo,"Refugees (incl. refugee-like situations)",129
2016,Austria,Colombia,Asylum-seekers,4
2016,Austria,Colombia,"Refugees (incl. refugee-like situations)",2
2016,Austria,Comoros,Asylum-seekers,1
2016,Austria,Cuba,Asylum-seekers,16
2016,Austria,Cuba,"Refugees (incl. refugee-like situations)",21
2016,Austria,"Czech Rep.",Asylum-seekers,2
2016,Austria,Germany,Asylum-seekers,1
2016,Austria,Algeria,Asylum-seekers,570
2016,Austria,Algeria,"Refugees (incl. refugee-like situations)",53
2016,Austria,Egypt,Asylum-seekers,316
2016,Austria,Egypt,"Refugees (incl. refugee-like situations)",168
2016,Austria,Eritrea,Asylum-seekers,148
2016,Austria,Eritrea,"Refugees (incl. refugee-like situations)",215
2016,Austria,"Western Sahara",Asylum-seekers,9
2016,Austria,Estonia,"Refugees (incl. refugee-like situations)",3
2016,Austria,Ethiopia,Asylum-seekers,170
2016,Austria,Ethiopia,"Refugees (incl. refugee-like situations)",146
2016,Austria,Gabon,Asylum-seekers,6
2016,Austria,Gabon,"Refugees (incl. refugee-like situations)",2
2016,Austria,Georgia,Asylum-seekers,742
2016,Austria,Georgia,"Refugees (incl. refugee-like situations)",630
2016,Austria,Ghana,Asylum-seekers,112
2016,Austria,Ghana,"Refugees (incl. refugee-like situations)",28
2016,Austria,Guinea,Asylum-seekers,84
2016,Austria,Guinea,"Refugees (incl. refugee-like situations)",139
2016,Austria,Gambia,Asylum-seekers,254
2016,Austria,Gambia,"Refugees (incl. refugee-like situations)",124
2016,Austria,Guinea-Bissau,Asylum-seekers,19
2016,Austria,Guinea-Bissau,"Refugees (incl. refugee-like situations)",4
2016,Austria,"Equatorial Guinea",Asylum-seekers,2
2016,Austria,"Equatorial Guinea","Refugees (incl. refugee-like situations)",2
2016,Austria,Greece,Asylum-seekers,1
2016,Austria,Guatemala,Asylum-seekers,1
2016,Austria,Guatemala,"Refugees (incl. refugee-like situations)",8
2016,Austria,Croatia,Asylum-seekers,1
2016,Austria,Croatia,"Refugees (incl. refugee-like situations)",3
2016,Austria,Haiti,"Refugees (incl. refugee-like situations)",1
2016,Austria,Hungary,Asylum-seekers,6
2016,Austria,Indonesia,"Refugees (incl. refugee-like situations)",1
2016,Austria,India,Asylum-seekers,770
2016,Austria,India,"Refugees (incl. refugee-like situations)",63
2016,Austria,"Iran (Islamic Rep. of)",Asylum-seekers,4490
2016,Austria,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",3598
2016,Austria,Iraq,Asylum-seekers,10211
2016,Austria,Iraq,"Refugees (incl. refugee-like situations)",5555
2016,Austria,Israel,Asylum-seekers,7
2016,Austria,Israel,"Refugees (incl. refugee-like situations)",10
2016,Austria,Italy,Asylum-seekers,1
2016,Austria,Jamaica,Asylum-seekers,2
2016,Austria,Jordan,Asylum-seekers,38
2016,Austria,Jordan,"Refugees (incl. refugee-like situations)",46
2016,Austria,Japan,Asylum-seekers,1
2016,Austria,Kazakhstan,Asylum-seekers,107
2016,Austria,Kazakhstan,"Refugees (incl. refugee-like situations)",92
2016,Austria,Kenya,Asylum-seekers,24
2016,Austria,Kenya,"Refugees (incl. refugee-like situations)",31
2016,Austria,Kyrgyzstan,Asylum-seekers,68
2016,Austria,Kyrgyzstan,"Refugees (incl. refugee-like situations)",255
2016,Austria,Cambodia,"Refugees (incl. refugee-like situations)",1
2016,Austria,"Rep. of Korea","Refugees (incl. refugee-like situations)",2
2016,Austria,Kuwait,Asylum-seekers,10
2016,Austria,Kuwait,"Refugees (incl. refugee-like situations)",3
2016,Austria,"Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)",1
2016,Austria,Lebanon,Asylum-seekers,190
2016,Austria,Lebanon,"Refugees (incl. refugee-like situations)",76
2016,Austria,Liberia,Asylum-seekers,41
2016,Austria,Liberia,"Refugees (incl. refugee-like situations)",19
2016,Austria,Libya,Asylum-seekers,193
2016,Austria,Libya,"Refugees (incl. refugee-like situations)",41
2016,Austria,"Sri Lanka",Asylum-seekers,58
2016,Austria,"Sri Lanka","Refugees (incl. refugee-like situations)",55
2016,Austria,Latvia,Asylum-seekers,1
2016,Austria,Latvia,"Refugees (incl. refugee-like situations)",2
2016,Austria,Morocco,Asylum-seekers,372
2016,Austria,Morocco,"Refugees (incl. refugee-like situations)",25
2016,Austria,"Rep. of Moldova",Asylum-seekers,37
2016,Austria,"Rep. of Moldova","Refugees (incl. refugee-like situations)",99
2016,Austria,Madagascar,"Refugees (incl. refugee-like situations)",3
2016,Austria,Mexico,"Refugees (incl. refugee-like situations)",1
2016,Austria,"The former Yugoslav Republic of Macedonia",Asylum-seekers,139
2016,Austria,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",115
2016,Austria,Mali,Asylum-seekers,36
2016,Austria,Mali,"Refugees (incl. refugee-like situations)",11
2016,Austria,Myanmar,Asylum-seekers,15
2016,Austria,Myanmar,"Refugees (incl. refugee-like situations)",34
2016,Austria,Montenegro,Asylum-seekers,10
2016,Austria,Montenegro,"Refugees (incl. refugee-like situations)",16
2016,Austria,Mongolia,Asylum-seekers,336
2016,Austria,Mongolia,"Refugees (incl. refugee-like situations)",192
2016,Austria,Mauritania,Asylum-seekers,12
2016,Austria,Mauritania,"Refugees (incl. refugee-like situations)",4
2016,Austria,Mauritius,"Refugees (incl. refugee-like situations)",2
2016,Austria,Malawi,Asylum-seekers,2
2016,Austria,Niger,Asylum-seekers,12
2016,Austria,Nigeria,Asylum-seekers,2172
2016,Austria,Nigeria,"Refugees (incl. refugee-like situations)",402
2016,Austria,Nicaragua,"Refugees (incl. refugee-like situations)",1
2016,Austria,Nepal,Asylum-seekers,109
2016,Austria,Nepal,"Refugees (incl. refugee-like situations)",40
2016,Austria,Pakistan,Asylum-seekers,2030
2016,Austria,Pakistan,"Refugees (incl. refugee-like situations)",230
2016,Austria,Peru,"Refugees (incl. refugee-like situations)",1
2016,Austria,Philippines,Asylum-seekers,10
2016,Austria,Philippines,"Refugees (incl. refugee-like situations)",9
2016,Austria,Poland,Asylum-seekers,1
2016,Austria,Romania,Asylum-seekers,23
2016,Austria,Romania,"Refugees (incl. refugee-like situations)",14
2016,Austria,"Russian Federation",Asylum-seekers,2707
2016,Austria,"Russian Federation","Refugees (incl. refugee-like situations)",13773
2016,Austria,Rwanda,Asylum-seekers,16
2016,Austria,Rwanda,"Refugees (incl. refugee-like situations)",19
2016,Austria,"Saudi Arabia",Asylum-seekers,5
2016,Austria,"Saudi Arabia","Refugees (incl. refugee-like situations)",3
2016,Austria,Sudan,Asylum-seekers,151
2016,Austria,Sudan,"Refugees (incl. refugee-like situations)",288
2016,Austria,Senegal,Asylum-seekers,45
2016,Austria,Senegal,"Refugees (incl. refugee-like situations)",11
2016,Austria,"Sierra Leone",Asylum-seekers,57
2016,Austria,"Sierra Leone","Refugees (incl. refugee-like situations)",30
2016,Austria,Somalia,Asylum-seekers,3152
2016,Austria,Somalia,"Refugees (incl. refugee-like situations)",4163
2016,Austria,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,578
2016,Austria,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",1758
2016,Austria,"South Sudan",Asylum-seekers,19
2016,Austria,"South Sudan","Refugees (incl. refugee-like situations)",4
2016,Austria,Slovakia,Asylum-seekers,5
2016,Austria,Slovakia,"Refugees (incl. refugee-like situations)",1
2016,Austria,"Syrian Arab Rep.",Asylum-seekers,9812
2016,Austria,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",30958
2016,Austria,Chad,Asylum-seekers,8
2016,Austria,Chad,"Refugees (incl. refugee-like situations)",1
2016,Austria,Togo,Asylum-seekers,13
2016,Austria,Togo,"Refugees (incl. refugee-like situations)",14
2016,Austria,Thailand,Asylum-seekers,2
2016,Austria,Tajikistan,Asylum-seekers,182
2016,Austria,Tajikistan,"Refugees (incl. refugee-like situations)",150
2016,Austria,Turkmenistan,Asylum-seekers,1
2016,Austria,Turkmenistan,"Refugees (incl. refugee-like situations)",6
2016,Austria,"Trinidad and Tobago",Asylum-seekers,1
2016,Austria,Tunisia,Asylum-seekers,113
2016,Austria,Tunisia,"Refugees (incl. refugee-like situations)",7
2016,Austria,Turkey,Asylum-seekers,493
2016,Austria,Turkey,"Refugees (incl. refugee-like situations)",997
2016,Austria,"United Rep. of Tanzania",Asylum-seekers,7
2016,Austria,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",2
2016,Austria,Uganda,Asylum-seekers,28
2016,Austria,Uganda,"Refugees (incl. refugee-like situations)",16
2016,Austria,Ukraine,Asylum-seekers,846
2016,Austria,Ukraine,"Refugees (incl. refugee-like situations)",301
2016,Austria,"United States of America",Asylum-seekers,4
2016,Austria,"United States of America","Refugees (incl. refugee-like situations)",3
2016,Austria,Uzbekistan,Asylum-seekers,129
2016,Austria,Uzbekistan,"Refugees (incl. refugee-like situations)",128
