Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2016,Italy,Argentina,"G / FI",1,,4,,,2,,2,3,
2016,Mexico,Argentina,"G / FI",,,2,1,,,1,2,,
2016,Netherlands,Argentina,"G / FI",,,1,5,,39,1,45,,
2016,Norway,Argentina,"G / FI",,,1,,,,1,1,,
2016,Peru,Argentina,"G / FI",1,,,,,,,,1,
2016,Sweden,Argentina,"G / FI",4,,3,,,5,,5,1,
2016,Sweden,Argentina,"G / AR",,,2,,,2,,2,,
2016,"Syrian Arab Rep.",Argentina,"U / JR",5,5,,,,5,,5,,
2016,Uruguay,Argentina,"G / FI",1,1,2,1,,1,1,3,,
2016,"United States of America",Argentina,"G / EO",69,,23,,,,24,24,72,
2016,"United States of America",Argentina,"G / IN",57,,38,,,,7,7,88,
2016,"Venezuela (Bolivarian Republic of)",Argentina,"G / FI",2,2,,,,,2,2,,
2016,Albania,Armenia,"G / FI",1,1,,,,1,,1,,
2016,Argentina,Armenia,"G / JR",9,,,,,,,,9,
2016,Argentina,Armenia,"G / AR",15,,,,,,,,15,
2016,Argentina,Armenia,"G / FI",35,,50,1,,2,1,4,81,8
2016,Austria,Armenia,"G / FA",657,,223,12,22,77,44,155,782,
2016,Azerbaijan,Armenia,"U / FI",,,1,,,,,,1,1
2016,Azerbaijan,Armenia,"G / FI",,,,,,,,,,
2016,Belgium,Armenia,"G / JR",19,,59,,,65,4,69,12,
2016,Belgium,Armenia,"G / RA",,,91,,,,63,63,,
2016,Belgium,Armenia,"G / FI",108,,135,21,,116,11,148,102,
2016,Bulgaria,Armenia,"G / FI",24,24,2,,,13,,13,14,14
2016,"Bosnia and Herzegovina",Armenia,"G / FI",5,5,,,,,5,5,,
2016,Brazil,Armenia,"G / FI",2,1,,,,,,,2,
2016,Canada,Armenia,"G / FI",2,,6,3,,,,3,9,
2016,Switzerland,Armenia,"G / FI",,,7,,,,,,,
2016,Switzerland,Armenia,"G / FI",87,,47,,9,20,25,54,93,
2016,"Costa Rica",Armenia,"G / FI",1,1,,,,,,,1,1
2016,Cyprus,Armenia,"G / AR",1,,,,,,,,1,
2016,Cyprus,Armenia,"G / FI",9,,8,,,,2,2,15,
2016,Cyprus,Armenia,"G / RA",,,3,,,,,,3,
2016,"Czech Rep.",Armenia,"G / FI",25,,51,3,5,40,7,55,35,
2016,"Czech Rep.",Armenia,"G / RA",,,9,,,,,,,
2016,Germany,Armenia,"G / RA",317,,221,4,3,67,148,222,365,
2016,Germany,Armenia,"G / JR",449,,,8,12,135,226,381,1335,
2016,Germany,Armenia,"G / NA",3909,,5185,33,149,1717,505,2404,6855,
2016,Denmark,Armenia,"G / AR",31,,61,,4,,67,71,15,
2016,Denmark,Armenia,"G / FI",32,,16,,,,57,57,29,
2016,Spain,Armenia,"G / FI",45,,90,2,,8,,10,135,
2016,Estonia,Armenia,"G / FI",,,6,,,5,,5,1,
2016,Finland,Armenia,"G / FI",3,,2,,,3,,3,2,
2016,Finland,Armenia,"G / RA",,,,,,,,,,
2016,France,Armenia,"G / AR",539,,766,45,44,732,63,884,331,
2016,France,Armenia,"G / RA",,,158,5,4,71,135,215,,
2016,France,Armenia,"G / RA",,,216,,,,,,,
2016,France,Armenia,"G / FI",695,,1238,29,49,1013,,1091,780,
2016,"United Kingdom",Armenia,"G / RA",,,,,,,,,,
2016,"United Kingdom",Armenia,"G / AR",,,4,2,,11,1,14,,
2016,"United Kingdom",Armenia,"G / FI",19,,39,2,,3,2,7,44,
2016,Georgia,Armenia,"G / FI",,,2,,,1,,1,1,1
2016,Greece,Armenia,"G / FI",7,,72,,,36,6,42,40,
2016,Greece,Armenia,"G / RA",,,2,,,,,,,
2016,Greece,Armenia,"G / AR",11,,19,,,5,1,6,22,
2016,Hungary,Armenia,"G / RA",,,1,,,,,,,
2016,Hungary,Armenia,"G / FI",,,43,,,,,,,
2016,Hungary,Armenia,"G / FA",,,,,,13,2,15,27,
2016,Ireland,Armenia,"G / FI",,,1,,,,,,1,
2016,Ireland,Armenia,"G / SP",1,,,,,,,,1,
2016,Ireland,Armenia,"G / SP",7,,,3,,4,,7,,
2016,Iceland,Armenia,"G / FI",,,3,,,,1,1,,
2016,Italy,Armenia,"G / FI",29,,74,9,24,9,,42,63,
2016,Jordan,Armenia,"U / FI",1,1,,,,,1,1,,
2016,"Rep. of Korea",Armenia,"G / FA",,,,,,,,,1,
2016,Liechtenstein,Armenia,"G / FI",,,1,,,,,,,
2016,Lithuania,Armenia,"G / FI",,,13,,,,,,,
2016,Luxembourg,Armenia,"G / FI",5,,,4,,,1,5,,
2016,Latvia,Armenia,"G / FI",,,8,,,,4,4,4,
2016,"Rep. of Moldova",Armenia,"G / FI",3,3,3,,1,5,,6,,
2016,"Rep. of Moldova",Armenia,"G / JR",,,5,,,2,,2,3,3
2016,Netherlands,Armenia,"G / RA",29,,46,4,,21,3,28,27,
2016,Netherlands,Armenia,"G / FI",48,,50,2,,15,25,42,53,
2016,Norway,Armenia,"G / AR",8,,7,,,14,,14,2,
2016,Norway,Armenia,"G / FI",4,,1,,,1,3,4,1,
2016,Norway,Armenia,"G / RA",,,1,,,1,,1,,
2016,Panama,Armenia,"G / FI",,,7,,,,,,7,4
2016,Poland,Armenia,"G / FI",60,,321,,,14,296,310,78,
2016,Poland,Armenia,"G / AR",,,16,,,9,2,11,,
2016,Romania,Armenia,"G / FI",1,1,2,,,2,,2,,
2016,Romania,Armenia,"G / JR",,,,,1,,,1,,
2016,"Russian Federation",Armenia,"G / TA",3,3,3,,,,5,5,1,1
2016,"Russian Federation",Armenia,"G / FI",3,3,2,,,,4,4,1,1
2016,Slovakia,Armenia,"G / RA",,,3,,,,,,,
2016,Sweden,Armenia,"G / RA",77,,71,,15,63,14,92,67,
2016,Sweden,Armenia,"G / AR",46,,321,,24,192,18,234,134,
2016,Sweden,Armenia,"G / FI",267,,146,6,21,221,122,370,107,
2016,Ukraine,Armenia,"G / FI",20,13,,,,,,,20,13
2016,Ukraine,Armenia,"G / JR",11,3,,,,,,,11,
2016,"United States of America",Armenia,"G / EO",560,,294,22,,16,134,172,849,
2016,"United States of America",Armenia,"G / IN",294,,249,13,,,22,35,512,
2016,Australia,"American Samoa","G / FI",,,,,,,,,3,
2016,"United Kingdom","American Samoa","G / RA",,,,,,,,,,
2016,"United Kingdom","American Samoa","G / AR",,,,,,,,,,
2016,"United Kingdom","American Samoa","G / FI",,,,,,,,,,
2016,Canada,"Antigua and Barbuda","G / FI",7,,29,8,,15,1,24,20,
2016,France,"Antigua and Barbuda","G / FI",,,1,,1,,,1,,
2016,"United Kingdom","Antigua and Barbuda","G / FI",2,,3,,,,2,2,2,
2016,"United Kingdom","Antigua and Barbuda","G / AR",,,,,,,,,,
2016,"United Kingdom","Antigua and Barbuda","G / RA",,,,,,,,,,
2016,"Trinidad and Tobago","Antigua and Barbuda","U / FI",,,2,,,,,,2,2
2016,"United States of America","Antigua and Barbuda","G / EO",,,,,,,,,5,
2016,"United States of America","Antigua and Barbuda","G / IN",3,,,,,,,,3,
2016,Argentina,Australia,"G / FI",,,,,,,,,,
2016,Austria,Australia,"G / FA",1,,2,,,,,,1,
2016,Canada,Australia,"G / FI",,,1,,,,,,5,
2016,Switzerland,Australia,"G / FI",,,1,,,1,,1,,
2016,"Costa Rica",Australia,"G / FI",2,2,,,,,,,2,2
2016,Germany,Australia,"G / RA",,,,,,,,,,
2016,Germany,Australia,"G / NA",,,1,,,,,,2,
2016,"United Kingdom",Australia,"G / RA",,,,,,,,,,
2016,"United Kingdom",Australia,"G / FI",1,,6,,,,3,3,4,
2016,"United Kingdom",Australia,"G / AR",,,,,,,,,,
2016,Sweden,Australia,"G / FI",,,,,,1,,1,,
2016,"United States of America",Australia,"G / EO",,,,,,,,,,
2016,"United States of America",Australia,"G / IN",,,2,,,,,,1,
2016,Belgium,Austria,"G / FI",,,2,,,2,,2,,
2016,Belgium,Austria,"G / RA",,,,,,,,,,
2016,Canada,Austria,"G / FI",,,,,,,,,4,
2016,Switzerland,Austria,"G / FI",,,1,,,1,,1,,
2016,Germany,Austria,"G / JR",,,,,,,,,,
2016,"United Kingdom",Austria,"G / RA",,,,,,,,,,
2016,"United Kingdom",Austria,"G / FI",,,,,,,,,,
2016,"United Kingdom",Austria,"G / AR",,,,,,,,,,
2016,Iceland,Austria,"G / FI",,,1,,,,1,1,,
2016,Uruguay,Austria,"G / FI",,,5,,,,5,5,,
2016,"United States of America",Austria,"G / IN",3,,1,1,,,1,2,2,
2016,Armenia,Azerbaijan,"G / FI",2,2,,1,,1,,2,,
2016,Australia,Azerbaijan,"G / AR",,,1,,,,,,13,
2016,Australia,Azerbaijan,"G / FI",8,,23,3,,6,,9,16,
2016,Austria,Azerbaijan,"G / FA",165,,63,12,10,15,2,39,165,
2016,Belgium,Azerbaijan,"G / JR",5,,14,,,15,,15,4,
2016,Belgium,Azerbaijan,"G / FI",13,,44,15,,13,,28,25,
2016,Belgium,Azerbaijan,"G / RA",,,26,,,,11,11,,
2016,Bulgaria,Azerbaijan,"G / FI",5,5,,,,,,,4,4
2016,Belarus,Azerbaijan,"G / FI",1,,2,,,,3,3,,
2016,Canada,Azerbaijan,"G / FI",13,,212,60,,8,1,69,170,
2016,Switzerland,Azerbaijan,"G / FI",,,4,,,,,,,
2016,Switzerland,Azerbaijan,"G / FI",33,,24,19,,14,5,38,40,
2016,Cyprus,Azerbaijan,"G / FI",,,1,,,,,,1,
2016,"Czech Rep.",Azerbaijan,"G / RA",,,3,,,,,,,
2016,"Czech Rep.",Azerbaijan,"G / FI",6,,49,5,,3,10,18,39,
2016,Germany,Azerbaijan,"G / JR",273,,,12,22,135,123,292,1213,
2016,Germany,Azerbaijan,"G / RA",299,,177,12,8,45,91,156,323,
2016,Germany,Azerbaijan,"G / NA",2618,,4573,276,163,1681,446,2566,4706,
2016,Denmark,Azerbaijan,"G / FI",15,,20,4,,,12,16,,
2016,Denmark,Azerbaijan,"G / AR",1,,12,1,,,11,12,1,
2016,Egypt,Azerbaijan,"U / AR",,,4,,,,,,4,4
2016,Egypt,Azerbaijan,"U / FI",,,7,,,5,,5,2,2
2016,Spain,Azerbaijan,"G / FI",10,,22,,,2,,2,30,
2016,Finland,Azerbaijan,"G / FI",13,,11,18,,5,1,24,3,
2016,Finland,Azerbaijan,"G / RA",,,,,,,,,,
2016,France,Azerbaijan,"G / RA",,,96,4,,18,76,98,,
2016,France,Azerbaijan,"G / AR",333,,328,87,15,351,12,465,181,
2016,France,Azerbaijan,"G / FI",455,,236,53,16,367,,436,218,
2016,France,Azerbaijan,"G / RA",,,108,,,,,,,
2016,"United Kingdom",Azerbaijan,"G / AR",,,7,3,,2,,5,,
2016,"United Kingdom",Azerbaijan,"G / RA",,,,,,,,,,
2016,"United Kingdom",Azerbaijan,"G / FI",19,,30,3,,13,5,21,5,
2016,Georgia,Azerbaijan,"G / FI",3,3,19,1,,4,8,13,9,9
2016,Greece,Azerbaijan,"G / AR",1,,1,,,,,,2,
2016,Greece,Azerbaijan,"G / FI",,,1,,,,,,1,
2016,Croatia,Azerbaijan,"G / JR",1,1,,,,,,,1,1
2016,Croatia,Azerbaijan,"G / FI",,,1,,,,1,1,,
2016,Hungary,Azerbaijan,"G / FI",,,1,,,,,,,
2016,Hungary,Azerbaijan,"G / FA",1,,,,,2,1,3,,
2016,Ireland,Azerbaijan,"G / AR",1,,1,1,,,,1,1,
2016,Ireland,Azerbaijan,"G / SP",,,,,,,,,,
2016,Ireland,Azerbaijan,"G / FI",,,1,,,1,,1,,
2016,Iceland,Azerbaijan,"G / FI",,,3,,,2,,2,,
2016,Italy,Azerbaijan,"G / FI",8,,7,7,5,1,,13,5,
2016,Lebanon,Azerbaijan,"U / FI",1,,,,,,1,1,,
2016,Liechtenstein,Azerbaijan,"G / FI",,,2,,,,,,2,
2016,Lithuania,Azerbaijan,"G / FI",11,,7,3,,,,3,11,
2016,Luxembourg,Azerbaijan,"G / AR",10,,,,,10,,10,,
2016,Luxembourg,Azerbaijan,"G / FI",2,,3,3,,,1,4,1,
2016,Luxembourg,Azerbaijan,"G / RA",,,10,,,,10,10,,
2016,Luxembourg,Azerbaijan,"G / JR",2,,10,,,15,,15,,
2016,Luxembourg,Azerbaijan,"G / RA",,,10,,,,6,6,4,
2016,Latvia,Azerbaijan,"G / FI",,,4,,,,,,4,
2016,Morocco,Azerbaijan,"U / FI",,,1,1,,,,1,,
2016,"Rep. of Moldova",Azerbaijan,"G / FI",,,1,,,,,,1,1
2016,Montenegro,Azerbaijan,"G / FA",,,2,,,1,1,2,,
2016,Netherlands,Azerbaijan,"G / FI",27,,67,3,,9,26,38,47,
2016,Netherlands,Azerbaijan,"G / RA",29,,13,,,10,,10,12,
2016,Norway,Azerbaijan,"G / AR",3,,30,,,26,,26,5,
2016,Norway,Azerbaijan,"G / RA",3,,1,,,1,3,4,,
2016,Norway,Azerbaijan,"G / FI",5,,17,5,,4,11,20,2,
2016,Poland,Azerbaijan,"G / FI",2,,21,,,5,3,8,1,
2016,Poland,Azerbaijan,"G / AR",,,3,,,2,1,3,,
2016,Romania,Azerbaijan,"G / FI",1,,,,,,,,,
2016,"Russian Federation",Azerbaijan,"G / TA",2,2,15,,1,,12,13,4,4
2016,"Russian Federation",Azerbaijan,"G / FI",2,2,11,,,,11,11,2,2
2016,Sweden,Azerbaijan,"G / RA",147,,61,5,38,74,17,134,80,
2016,Sweden,Azerbaijan,"G / FI",373,,167,69,13,155,161,398,144,
2016,Sweden,Azerbaijan,"G / AR",52,,263,9,19,157,17,202,107,
2016,Ukraine,Azerbaijan,"U / FI",5,5,,,,,,,5,5
2016,Ukraine,Azerbaijan,"G / JR",36,9,6,,,3,6,9,33,10
2016,Ukraine,Azerbaijan,"G / FI",13,13,4,,,,4,4,13,13
2016,Uruguay,Azerbaijan,"G / FI",2,2,,,,,2,2,,
2016,"United States of America",Azerbaijan,"G / IN",120,,234,10,,,6,16,341,
2016,"United States of America",Azerbaijan,"G / EO",93,,19,10,,,12,22,96,
2016,Zambia,Burundi,"G / FI",599,599,843,502,,100,43,645,797,797
2016,Zimbabwe,Burundi,"G / FI",17,17,65,,33,8,24,65,17,17
2016,Angola,Burundi,"G / FI",94,,,,,,,,94,
2016,"United Arab Emirates",Burundi,"U / NA",,,1,,,,1,1,,
2016,Argentina,Burundi,"G / FI",1,,,,,,,,1,
2016,Australia,Burundi,"G / AR",4,,2,2,,,,2,4,
2016,Australia,Burundi,"G / FI",31,,18,23,,,,23,18,
2016,Austria,Burundi,"G / FA",3,,1,,,,1,1,4,
2016,Belgium,Burundi,"G / RA",,,36,,,,4,4,,
2016,Belgium,Burundi,"G / JR",33,,26,1,,34,28,63,23,
2016,Belgium,Burundi,"G / FI",226,,271,166,,38,7,211,353,
2016,Benin,Burundi,"G / FI",,,1,1,,,,1,,
2016,"Burkina Faso",Burundi,"J / FI",,,3,2,,,,2,1,1
2016,Brazil,Burundi,"G / FI",16,13,1,2,,,,2,15,9
2016,Botswana,Burundi,"G / FI",10,10,54,,,43,8,51,13,13
2016,"Central African Rep.",Burundi,"G / FI",,,4,,,,1,1,3,3
2016,Canada,Burundi,"G / FI",139,,657,380,,22,3,405,418,
2016,Switzerland,Burundi,"G / FI",11,,19,4,3,,4,11,22,
2016,China,Burundi,"U / AR",,,1,,,,1,1,,
2016,China,Burundi,"U / FI",8,8,4,,,1,1,2,10,10
2016,"Côte d'Ivoire",Burundi,"J / FA",,,9,3,,,,3,6,6
2016,Cameroon,Burundi,"U / FI",8,8,7,4,,1,,5,10,10
2016,Cameroon,Burundi,"U / RA",6,6,1,,,,,,7,7
2016,Cameroon,Burundi,"U / AR",,,1,,,,,,1,1
2016,"Dem. Rep. of the Congo",Burundi,"G / FI",329,329,203,8,,,,8,524,524
2016,Congo,Burundi,"G / FA",9,9,2,2,,,,2,9,9
2016,Cyprus,Burundi,"G / FI",1,,1,,1,,,1,1,
2016,Germany,Burundi,"G / NA",8,,55,,8,2,6,16,48,
2016,Germany,Burundi,"G / JR",4,,,2,2,,1,5,13,
2016,Germany,Burundi,"G / RA",2,,1,,1,,1,2,,
2016,Djibouti,Burundi,"J / FI",2,2,,,,,,,2,2
2016,Denmark,Burundi,"G / AR",,,5,,,,3,3,2,
2016,Denmark,Burundi,"G / FI",2,,3,,,,4,4,1,
2016,Egypt,Burundi,"U / FI",20,20,18,,,6,1,7,31,31
2016,Ethiopia,Burundi,"J / FI",56,56,13,6,,,,6,63,63
2016,Finland,Burundi,"G / FI",3,,3,2,,,2,4,1,
2016,Finland,Burundi,"G / RA",,,,,,,,,,
2016,France,Burundi,"G / FI",75,,191,138,1,9,,148,100,
2016,France,Burundi,"G / AR",7,,4,1,1,2,1,5,4,
2016,France,Burundi,"G / RA",,,,,,2,,2,,
2016,France,Burundi,"G / RA",,,11,,,,,,,
2016,Gabon,Burundi,"G / FA",5,5,1,,,1,,1,5,5
2016,"United Kingdom",Burundi,"G / AR",,,8,3,,1,,4,,
2016,"United Kingdom",Burundi,"G / RA",,,,,,,,,,
2016,"United Kingdom",Burundi,"G / FI",20,,17,1,1,15,1,18,18,
2016,Georgia,Burundi,"G / FI",,,1,,,,,,1,
2016,Ghana,Burundi,"G / FI",13,13,13,9,,,3,12,14,14
2016,Guinea,Burundi,"G / FI",,,1,,,,,,1,
2016,Guinea-Bissau,Burundi,"G / FI",1,1,,,,,,,1,1
2016,Greece,Burundi,"G / AR",1,,1,,,,,,2,
2016,Greece,Burundi,"G / FI",2,,23,5,,2,,7,17,
2016,Hungary,Burundi,"G / FA",2,,,,,,2,2,,
2016,India,Burundi,"U / FI",1,1,4,2,,,,2,3,3
2016,Ireland,Burundi,"G / AR",1,,3,1,,,,1,3,
2016,Ireland,Burundi,"G / SP",,,,,,,,,,
2016,Ireland,Burundi,"G / FI",1,,7,2,,1,,3,5,
2016,Ireland,Burundi,"G / SP",3,,,1,,2,,3,,
2016,Italy,Burundi,"G / FI",8,,9,1,3,2,,6,10,
2016,Kazakhstan,Burundi,"G / FI",,,1,,,1,,1,,
2016,Kazakhstan,Burundi,"G / AR",,,1,,,,,,1,1
2016,Kenya,Burundi,"J / AR",112,112,12,9,,,7,16,108,108
2016,Kenya,Burundi,"J / FI",7352,7352,2364,985,22,,2073,3080,6636,6636
2016,"Rep. of Korea",Burundi,"G / FA",15,10,6,2,,3,,5,18,2
2016,Luxembourg,Burundi,"G / FI",4,,2,2,,,4,6,1,
2016,Morocco,Burundi,"U / FI",,,4,,,,,,4,4
2016,Madagascar,Burundi,"U / FI",,,3,2,,,,2,1,1
2016,Mozambique,Burundi,"G / FI",4835,3422,939,,,,1231,1231,4543,2133
2016,Mauritania,Burundi,"U / FI",,,4,4,,,,4,,
2016,Malawi,Burundi,"G / FI",4225,4225,805,87,,26,979,1092,3938,3938
2016,Malawi,Burundi,"G / AR",908,908,29,,,38,99,137,800,800
2016,Malaysia,Burundi,"U / FI",,,1,,,1,,1,,
2016,Namibia,Burundi,"G / FI",62,52,87,,,,,,149,149
2016,Niger,Burundi,"G / FI",,,2,1,,,,1,1,1
2016,Netherlands,Burundi,"G / FI",15,,25,3,,6,12,21,29,
2016,Netherlands,Burundi,"G / RA",6,,42,2,,10,,12,26,
2016,Norway,Burundi,"G / RA",,,1,,,1,,1,,
2016,Norway,Burundi,"G / FI",8,,7,5,,3,3,11,3,
2016,Norway,Burundi,"G / AR",7,,15,2,,10,,12,6,
2016,Philippines,Burundi,"G / FA",8,,2,9,,,,9,1,
2016,Portugal,Burundi,"G / FI",,,1,,,,1,1,1,
2016,Romania,Burundi,"G / FI",1,,3,3,,,,3,,
2016,Rwanda,Burundi,"G / FI",104,104,24,,,,,,128,128
2016,Sudan,Burundi,"U / FI",6,6,3,,3,,1,4,5,5
2016,Sudan,Burundi,"G / FI",3,3,7,7,,,,7,3,3
2016,Senegal,Burundi,"G / FA",20,20,7,,2,,,2,25,25
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Burundi,"G / FI",,,1,,,,,,1,1
2016,"South Sudan",Burundi,"U / FI",377,377,115,2,,,,2,490,490
2016,Slovakia,Burundi,"G / FI",,,2,,,,,,,
2016,Sweden,Burundi,"G / FI",63,,60,24,4,16,21,65,58,
2016,Sweden,Burundi,"G / RA",4,,5,1,3,1,,5,4,
2016,Sweden,Burundi,"G / AR",1,,31,,4,14,1,19,13,
2016,Swaziland,Burundi,"G / FI",39,7,14,5,,,,5,48,7
2016,Chad,Burundi,"G / FA",,,3,,,,,,3,3
2016,Togo,Burundi,"G / FA",,,1,1,,,,1,,
2016,Thailand,Burundi,"U / FI",,,2,1,,,1,2,,
2016,Tunisia,Burundi,"U / FI",,,1,1,,,,1,,
2016,Turkey,Burundi,"U / FI",10,10,18,,,,3,3,25,25
2016,"United Rep. of Tanzania",Burundi,"G / FI",96,96,73,14,,,,14,155,155
2016,Uganda,Burundi,"G / FA",4297,4297,395,671,,25,573,1269,3423,3423
2016,Ukraine,Burundi,"G / JR",7,,,,,,,,7,
2016,"United States of America",Burundi,"G / IN",396,,138,50,,,32,82,468,
2016,"United States of America",Burundi,"G / EO",160,,7,24,,,16,40,152,
2016,"South Africa",Burundi,"G / AR",797,80,,,,,797,797,,
2016,"South Africa",Burundi,"G / FI",878,88,1179,80,,1547,,1627,430,
2016,"South Africa",Burundi,"G / AR",166,17,,,,,166,166,,
2016,Australia,Belgium,"G / FI",,,6,,,,,,,
2016,Austria,Belgium,"G / FA",,,1,,,,,,1,
2016,Brazil,Belgium,"G / FI",3,,,,,,,,3,
2016,Canada,Belgium,"G / FI",10,,6,,,7,4,11,4,
2016,Switzerland,Belgium,"G / FI",,,1,,,,,,,
2016,Germany,Belgium,"G / NA",3,,,,,,2,2,1,
2016,Germany,Belgium,"G / RA",,,1,,,1,,1,,
2016,Germany,Belgium,"G / JR",,,,,,,,,1,
2016,Denmark,Belgium,"G / FI",,,,,,,,,,
2016,Egypt,Belgium,"U / FI",,,1,,,1,,1,,
2016,France,Belgium,"G / FI",1,,,,,1,,1,,
2016,France,Belgium,"G / AR",,,1,,,,,,1,
2016,"United Kingdom",Belgium,"G / FI",,,,,,,,,,
2016,"United Kingdom",Belgium,"G / AR",,,,,,,,,,
2016,"United Kingdom",Belgium,"G / RA",,,,,,,,,,
2016,Ireland,Belgium,"G / AR",1,,,,,,1,1,,
2016,Malawi,Belgium,"G / FI",1,1,,,,,1,1,,
2016,Romania,Belgium,"G / FI",,,1,,,,,,,
2016,"United States of America",Belgium,"G / EO",10,,,,,,,,,
2016,"United States of America",Belgium,"G / IN",5,,5,,,,1,1,10,
2016,Argentina,Benin,"G / FI",,,,,,,,,,
2016,Armenia,Benin,"G / FI",,,1,,,1,,1,,
2016,Austria,Benin,"G / FA",38,,13,,,4,2,6,38,
2016,Belgium,Benin,"G / JR",5,,17,,,6,,6,9,
2016,Belgium,Benin,"G / FI",18,,26,4,,25,,29,17,
2016,Belgium,Benin,"G / RA",,,7,,,,11,11,,
2016,Brazil,Benin,"G / FI",117,64,21,1,,13,,14,124,42
2016,Canada,Benin,"G / FI",5,,20,10,,6,1,17,10,
2016,Switzerland,Benin,"G / FI",12,,17,5,2,2,12,21,8,
2016,Switzerland,Benin,"G / FI",,,1,,,,,,,
2016,China,Benin,"U / FI",4,4,2,,,2,,2,4,4
2016,China,Benin,"U / AR",1,1,2,,,,2,2,1,1
2016,"Côte d'Ivoire",Benin,"J / FA",2,2,,,,,,,2,2
2016,"Dem. Rep. of the Congo",Benin,"G / FI",2,2,,,,1,,1,1,1
2016,"Costa Rica",Benin,"G / FI",,,1,,,,1,1,,
2016,Germany,Benin,"G / NA",495,,233,2,13,166,121,302,443,
2016,Germany,Benin,"G / RA",14,,21,,,2,18,20,19,
2016,Germany,Benin,"G / JR",61,,,,,30,29,59,76,
2016,Denmark,Benin,"G / FI",2,,1,,,,2,2,1,
2016,Denmark,Benin,"G / AR",,,2,,,,2,2,,
2016,Algeria,Benin,"U / FI",,,4,,,3,1,4,,
2016,Algeria,Benin,"U / AR",,,3,,,1,,1,2,2
2016,Egypt,Benin,"U / FI",6,6,6,,,6,1,7,5,5
2016,Egypt,Benin,"U / AR",,,1,,,,,,1,1
2016,Spain,Benin,"G / FI",10,,5,3,,1,,4,10,
2016,Estonia,Benin,"G / FI",2,,,1,,1,,2,,
2016,Finland,Benin,"G / RA",,,,,,1,,1,,
2016,France,Benin,"G / RA",,,2,,,,,,,
2016,France,Benin,"G / AR",7,,4,,,7,1,8,2,
2016,France,Benin,"G / FI",25,,30,1,,13,,14,,
2016,"United Kingdom",Benin,"G / RA",,,,,,,,,,
2016,"United Kingdom",Benin,"G / AR",,,1,1,,,,1,,
2016,"United Kingdom",Benin,"G / FI",2,,9,,,1,,1,9,
2016,Georgia,Benin,"G / FI",1,1,1,,,,2,2,,
2016,Ghana,Benin,"G / FI",2,2,,,,,,,2,2
2016,Greece,Benin,"G / FI",1,,,,,1,,1,,
2016,Greece,Benin,"G / AR",1,,1,,,1,,1,1,
2016,Indonesia,Benin,"U / FI",1,1,,,,,,,1,1
2016,India,Benin,"U / AR",,,,,,,,,,
2016,Ireland,Benin,"G / SP",,,2,,,,,,2,
2016,Ireland,Benin,"G / SP",2,,1,,,2,,2,1,
2016,Ireland,Benin,"G / AR",2,,,,,1,,1,1,
2016,Ireland,Benin,"G / FI",2,,1,2,,,,2,1,
2016,Italy,Benin,"G / FI",110,,273,5,51,148,,204,188,
2016,"Rep. of Korea",Benin,"G / FA",1,,,,,,,,1,
2016,Lebanon,Benin,"U / FI",1,,,,,,,,1,1
2016,Luxembourg,Benin,"G / FI",,,1,,,,,,1,
2016,Morocco,Benin,"U / AR",1,1,,,,1,,1,,
2016,Morocco,Benin,"U / FI",7,7,5,,,4,1,5,7,7
2016,Mexico,Benin,"G / FI",1,,2,,,,2,2,1,
2016,Mauritania,Benin,"U / FI",,,,,,,,,,
2016,Mauritania,Benin,"U / AR",,,1,,,1,,1,,
2016,Nigeria,Benin,"G / FI",1,1,,1,,,,1,,
2016,Netherlands,Benin,"G / RA",,,,,,,,,,
2016,Netherlands,Benin,"G / FI",3,,10,,,2,,2,7,
2016,Norway,Benin,"G / AR",,,1,,,,,,1,
2016,Norway,Benin,"G / FI",,,1,,,,1,1,,
2016,Panama,Benin,"G / FI",,,1,,,,1,1,,
2016,Portugal,Benin,"G / FI",1,,,,,1,,1,,
2016,"Russian Federation",Benin,"G / TA",,,1,,,,1,1,,
2016,Senegal,Benin,"G / FA",4,4,1,,,,,,5,5
2016,Sweden,Benin,"G / FI",1,,1,,,,1,1,1,
2016,Sweden,Benin,"G / RA",4,,1,,,4,1,5,1,
2016,Sweden,Benin,"G / AR",,,1,,4,,,4,,
2016,Togo,Benin,"G / FA",,,1,,,,,,1,1
2016,Tunisia,Benin,"U / FI",1,1,,,,,1,1,,
2016,Turkey,Benin,"U / FI",1,1,2,,,,1,1,2,2
2016,Uruguay,Benin,"G / FI",,,1,,,,,,1,1
2016,"United States of America",Benin,"G / IN",70,,38,4,,,5,9,99,
2016,"United States of America",Benin,"G / EO",43,,9,,,,5,5,56,
2016,"South Africa",Benin,"G / FI",12,1,21,2,,21,,23,10,
2016,"South Africa",Benin,"G / AR",39,4,,,,,39,39,,
2016,"South Africa",Benin,"G / AR",9,1,,,,,9,9,,
2016,Argentina,"Burkina Faso","G / FI",,,1,,,,,,1,
2016,Australia,"Burkina Faso","G / FI",3,,,,,,,,,
2016,Australia,"Burkina Faso","G / AR",,,1,,,,,,1,
